"id","Gender","Age","studies","WDP.Theil","WDP.Gini","WDP.Atkinson"
1542,"h","0-18","secondaire",0,0,0
1546,"h","40-49","superieur",1,1,1
1547,"h","18-29","superieur",1,1,1
1548,"h","30-39","superieur",1,1,1
1549,"h","18-29","superieur",0,0,0
1551,"h","40-49","superieur",1,1,1
1553,"h","40-49","superieur",1,0,1
1558,"f","60-69","secondaire",0,0,0
1559,"f","30-39","secondaire",1,1,1
1560,"f","18-29","superieur",1,1,1
1564,"h","40-49","superieur",0,0,0
1565,"h","18-29","superieur",1,1,1
1566,"h","18-29","superieur",0,0,0
1568,"h","18-29","superieur",1,1,1
1569,"f","18-29","superieur",1,0,0
1574,"h","30-39","superieur",1,0,1
1575,"h","18-29","superieur",1,1,1
1576,"h","30-39","superieur",0,0,0
1578,"f","30-39","superieur",1,1,1
1579,"h","30-39","superieur",0,0,0
1580,"f","30-39","superieur",0,NA,0
1581,"h","18-29","superieur",1,1,1
1582,"f","18-29","superieur",0,0,0
1584,"f","30-39","superieur",0,0,0
1586,"f","18-29","superieur",1,0,0
1588,"f","18-29","superieur",0,0,0
1589,"f","30-39","superieur",0,NA,0
1590,"f","18-29","superieur",1,1,1
1594,"h","18-29","superieur",1,1,1
1597,"h","30-39","superieur",1,0,0
1599,"f","18-29","superieur",0,0,0
1600,"h","18-29","superieur",1,1,1
1601,"","","",1,1,1
1602,"f","50-59","superieur",1,1,1
1604,"h","30-39","secondaire",0,0,0
1605,"h","30-39","superieur",0,NA,0
1608,"f","30-39","superieur",1,0,0
1609,"h","50-59","superieur",1,1,1
1614,"f","18-29","superieur",0,0,0
1615,"h","50-59","superieur",1,1,1
1618,"h","40-49","superieur",1,1,1
1620,"h","18-29","superieur",0,0,0
1623,"h","30-39","superieur",1,1,1
1625,"h","30-39","superieur",0,NA,0
1626,"h","18-29","superieur",1,1,1
1629,"h","18-29","superieur",1,1,1
1631,"h","40-49","superieur",0,0,0
1632,"h","18-29","superieur",1,1,1
1634,"h","40-49","superieur",0,0,0
1636,"h","18-29","superieur",1,1,1
1638,"nspp","50-59","superieur",1,1,1
1639,"h","30-39","superieur",1,1,1
1640,"h","30-39","superieur",1,1,1
1642,"h","30-39","superieur",1,1,1
1643,"h","18-29","superieur",1,1,1
1644,"f","18-29","superieur",0,0,0
1646,"h","40-49","superieur",1,1,1
1647,"h","50-59","superieur",1,1,1
1648,"h","18-29","superieur",1,1,1
1649,"h","18-29","superieur",0,0,0
1651,"","","",0,0,0
1653,"h","40-49","superieur",1,1,1
1656,"h","30-39","superieur",1,1,1
1659,"h","18-29","superieur",0,0,0
1660,"h","40-49","superieur",1,1,1
1661,"h","40-49","superieur",0,0,0
1662,"","","",1,1,1
1663,"h","30-39","superieur",1,1,1
1664,"f","40-49","superieur",1,0,1
1666,"f","18-29","superieur",1,0,1
1668,"h","40-49","primaire",0,0,0
1669,"h","50-59","superieur",1,1,1
1671,"f","40-49","superieur",1,0,1
1675,"h","50-59","superieur",1,1,1
1676,"h","40-49","superieur",0,0,0
1678,"h","18-29","superieur",1,1,1
1680,"h","18-29","superieur",1,1,1
1682,"h","40-49","superieur",0,0,0
1686,"h","40-49","superieur",1,0,1
1689,"h","18-29","superieur",1,1,1
1690,"h","40-49","superieur",1,1,1
1692,"h","30-39","superieur",0,0,0
1695,"h","30-39","superieur",1,1,1
1696,"h","18-29","superieur",0,NA,0
1698,"h","30-39","superieur",0,0,0
1700,"h","30-39","superieur",0,0,0
1703,"h","30-39","superieur",1,1,1
1704,"h","40-49","superieur",0,NA,0
1707,"f","50-59","superieur",0,NA,0
1708,"f","30-39","superieur",1,0,1
1710,"f","40-49","superieur",1,1,1
1717,"f","30-39","superieur",1,1,1
1720,"f","40-49","superieur",0,0,0
1721,"f","60-69","superieur",1,1,1
1722,"f","30-39","superieur",1,0,1
1724,"h","30-39","superieur",0,0,0
1726,"f","50-59","superieur",1,1,1
1728,"f","30-39","superieur",1,1,1
1729,"f","30-39","superieur",0,0,0
1731,"h","18-29","superieur",1,1,1
1732,"f","50-59","superieur",0,0,0
1734,"h","30-39","superieur",1,1,1
1735,"h","+70","superieur",1,0,0
1736,"h","40-49","superieur",0,0,0
1737,"h","18-29","superieur",1,1,1
1738,"h","40-49","superieur",1,1,1
1739,"f","50-59","superieur",0,0,0
1743,"h","18-29","superieur",1,1,1
1745,"f","40-49","superieur",1,1,1
1746,"f","0-18","secondaire",1,1,1
1749,"f","50-59","superieur",0,0,0
1752,"f","18-29","secondaire",1,1,1
1756,"h","18-29","superieur",1,1,1
1757,"f","50-59","superieur",1,0,1
1758,"nspp","18-29","superieur",0,0,0
1761,"nspp","60-69","nspp",1,1,1
1762,"f","40-49","superieur",0,0,0
1763,"h","40-49","superieur",0,0,0
1765,"h","30-39","superieur",1,0,1
1766,"h","30-39","superieur",1,1,1
1767,"f","50-59","superieur",1,1,1
1768,"h","40-49","superieur",0,0,0
1770,"nspp","30-39","superieur",1,1,1
1771,"h","18-29","superieur",1,1,1
1774,"h","18-29","superieur",1,0,1
1775,"f","30-39","superieur",1,1,1
1776,"h","30-39","secondaire",0,0,0
1781,"f","30-39","superieur",0,NA,0
1782,"h","40-49","superieur",0,NA,0
1783,"","30-39","superieur",0,0,0
1784,"h","18-29","superieur",0,0,0
1785,"f","18-29","superieur",0,0,0
1788,"f","18-29","superieur",1,1,1
1790,"h","30-39","superieur",0,NA,0
1794,"h","40-49","superieur",0,0,0
1795,"h","50-59","superieur",1,1,1
1796,"f","30-39","superieur",1,1,1
1797,"f","30-39","superieur",0,NA,0
1798,"f","40-49","superieur",1,1,1
1799,"f","30-39","superieur",0,NA,0
1801,"f","40-49","superieur",1,0,1
1804,"h","18-29","superieur",1,1,1
1805,"f","18-29","superieur",1,1,1
1807,"h","50-59","superieur",0,0,0
1808,"h","30-39","superieur",0,0,0
1809,"h","40-49","superieur",1,0,1
1810,"h","60-69","superieur",0,0,0
1811,"f","50-59","superieur",0,NA,0
1814,"f","30-39","superieur",0,0,0
1815,"f","30-39","superieur",1,1,1
1816,"f","40-49","superieur",0,0,0
1818,"f","30-39","superieur",1,1,1
1821,"h","40-49","superieur",1,1,1
1823,"h","60-69","superieur",0,0,0
1826,"h","18-29","superieur",0,0,0
1827,"h","40-49","superieur",0,0,0
1828,"h","30-39","superieur",1,1,1
1829,"nspp","18-29","superieur",0,NA,0
1832,"f","50-59","superieur",1,0,1
1834,"h","30-39","superieur",1,0,1
1835,"h","18-29","superieur",1,1,1
1836,"h","30-39","superieur",1,1,1
1837,"h","30-39","superieur",1,0,1
1838,"f","30-39","superieur",1,0,1
1839,"nspp","50-59","superieur",1,1,1
1840,"h","40-49","superieur",0,0,0
1841,"f","18-29","superieur",1,0,0
1842,"h","30-39","superieur",1,0,1
1843,"f","30-39","superieur",0,0,0
1845,"h","40-49","superieur",0,1,0
1846,"h","18-29","superieur",1,1,1
1847,"nspp","18-29","superieur",1,1,1
1853,"h","18-29","superieur",1,1,1
1854,"h","18-29","superieur",1,1,1
1855,"h","18-29","superieur",1,0,1
1856,"h","18-29","",1,1,1
1859,"h","18-29","superieur",1,1,1
1861,"h","60-69","superieur",1,1,1
1864,"f","18-29","superieur",0,0,0
1865,"h","+70","superieur",1,1,1
1868,"h","50-59","superieur",1,1,1
1869,"f","18-29","superieur",1,1,1
1871,"f","18-29","superieur",1,1,1
1874,"h","18-29","superieur",1,1,1
1877,"f","+70","superieur",0,0,0
1879,"f","18-29","superieur",1,1,1
1880,"h","50-59","superieur",1,1,1
1881,"f","18-29","superieur",1,1,1
1882,"f","50-59","superieur",0,0,0
1885,"h","40-49","superieur",1,1,1
1887,"f","18-29","superieur",1,0,1
1888,"f","60-69","secondaire",0,0,0
1890,"h","18-29","superieur",1,1,1
1891,"h","40-49","superieur",1,0,1
1893,"h","18-29","superieur",1,0,1
1894,"h","30-39","secondaire",0,0,0
1895,"f","18-29","superieur",1,1,1
1896,"h","30-39","superieur",0,0,0
1897,"h","60-69","superieur",0,0,0
1899,"f","40-49","superieur",0,0,0
1900,"f","40-49","superieur",1,1,1
1901,"h","40-49","superieur",1,0,1
1902,"h","40-49","superieur",0,0,0
1904,"h","18-29","superieur",1,1,1
1906,"f","40-49","superieur",1,1,1
1907,"h","30-39","secondaire",1,1,1
1911,"h","50-59","superieur",0,0,0
1912,"h","18-29","superieur",1,1,1
1914,"h","50-59","superieur",1,1,1
1915,"f","30-39","superieur",0,NA,0
1916,"h","50-59","superieur",0,0,0
1917,"h","40-49","superieur",1,1,1
1919,"f","40-49","superieur",0,0,0
1922,"f","18-29","superieur",1,1,1
1924,"h","18-29","secondaire",1,1,1
1925,"h","+70","superieur",1,1,1
1927,"h","40-49","superieur",1,1,1
1928,"f","18-29","superieur",1,1,1
1929,"f","40-49","superieur",1,1,1
1930,"f","40-49","superieur",1,1,1
1932,"h","18-29","superieur",1,1,1
1934,"h","30-39","superieur",1,0,1
1936,"f","30-39","superieur",1,1,1
1937,"h","18-29","superieur",1,1,1
1939,"f","40-49","superieur",0,0,0
1940,"f","18-29","superieur",0,0,0
1941,"h","40-49","superieur",0,0,0
1942,"f","30-39","superieur",0,NA,0
1944,"f","30-39","superieur",1,1,1
1945,"h","0-18","secondaire",1,1,1
1946,"h","18-29","superieur",1,1,1
1947,"f","18-29","superieur",0,0,0
1951,"h","30-39","superieur",1,1,1
1952,"h","18-29","superieur",1,1,1
1954,"f","18-29","superieur",1,1,1
1955,"f","0-18","secondaire",1,1,1
1956,"f","18-29","superieur",1,1,1
1957,"h","40-49","superieur",1,1,1
1962,"h","30-39","superieur",1,1,1
1963,"h","18-29","superieur",1,1,1
1966,"f","40-49","superieur",1,1,1
1967,"h","30-39","superieur",1,1,1
1968,"h","50-59","superieur",1,1,1
1970,"h","30-39","superieur",0,0,0
1971,"","","",1,1,1
1973,"h","30-39","superieur",1,1,1
1977,"f","40-49","superieur",0,0,0
1978,"h","30-39","secondaire",1,1,1
1980,"h","40-49","superieur",0,0,0
1981,"h","40-49","superieur",1,1,1
1982,"f","0-18","secondaire",1,1,1
1984,"h","18-29","superieur",1,0,0
1987,"h","18-29","superieur",0,0,0
1988,"h","50-59","superieur",0,0,0
1989,"h","18-29","superieur",1,0,1
1991,"h","18-29","superieur",1,1,1
1992,"h","30-39","superieur",0,0,0
1993,"f","50-59","superieur",1,1,1
1995,"h","18-29","superieur",1,0,1
1996,"h","30-39","superieur",1,1,1
1997,"h","30-39","superieur",0,0,0
1998,"h","50-59","superieur",1,1,1
1999,"f","40-49","superieur",0,0,0
2000,"h","18-29","superieur",1,1,1
2002,"f","50-59","superieur",1,1,1
2003,"h","30-39","superieur",0,0,0
2004,"h","30-39","superieur",0,0,0
2006,"h","30-39","superieur",1,1,1
2007,"h","30-39","superieur",1,1,1
2008,"h","40-49","superieur",1,1,1
2012,"h","50-59","secondaire",1,0,1
2013,"f","50-59","superieur",0,0,0
2014,"h","40-49","superieur",1,1,1
2015,"","","",0,0,0
2016,"h","40-49","superieur",1,1,1
2017,"h","30-39","superieur",1,1,1
2019,"h","40-49","superieur",0,NA,0
2020,"f","30-39","superieur",1,1,1
2021,"f","30-39","secondaire",1,1,1
2022,"h","40-49","superieur",0,0,0
2023,"f","40-49","superieur",0,0,0
2026,"f","40-49","superieur",0,0,0
2030,"h","18-29","secondaire",1,0,0
2031,"h","40-49","superieur",0,0,0
2034,"h","40-49","superieur",1,1,1
2035,"f","50-59","superieur",1,1,1
2036,"","18-29","superieur",0,0,0
2037,"h","30-39","superieur",0,0,0
2039,"nspp","18-29","superieur",0,0,0
2040,"h","18-29","superieur",0,0,0
2041,"h","18-29","superieur",1,1,1
2042,"h","30-39","superieur",1,1,1
2045,"f","40-49","superieur",1,1,1
2047,"f","40-49","superieur",1,1,1
2048,"h","40-49","superieur",0,0,0
2049,"f","18-29","superieur",1,1,1
2050,"nspp","18-29","superieur",0,0,0
2051,"f","40-49","superieur",1,1,1
2053,"h","40-49","superieur",0,0,0
2055,"h","40-49","superieur",1,1,1
2056,"h","30-39","superieur",0,0,0
2058,"h","18-29","superieur",1,1,1
2059,"f","60-69","superieur",1,1,1
2061,"f","60-69","superieur",1,1,1
2062,"h","30-39","",1,1,1
2063,"h","30-39","superieur",1,1,1
2065,"h","18-29","superieur",1,1,1
2066,"h","60-69","superieur",0,0,0
2067,"h","18-29","superieur",1,1,1
2069,"h","40-49","superieur",1,0,1
2070,"h","30-39","superieur",1,1,1
2071,"f","30-39","superieur",1,1,1
2072,"f","30-39","superieur",1,1,1
2073,"f","30-39","superieur",0,0,0
2074,"f","50-59","superieur",0,NA,0
2076,"f","18-29","secondaire",1,0,1
2077,"f","18-29","superieur",0,0,0
2079,"f","18-29","superieur",0,0,0
2080,"nspp","30-39","nspp",1,1,1
2081,"h","18-29","superieur",1,1,1
2084,"f","30-39","superieur",1,1,1
2085,"h","18-29","superieur",1,1,1
2087,"h","60-69","superieur",1,0,0
2088,"f","30-39","superieur",1,1,1
2090,"h","30-39","superieur",1,1,1
2091,"h","18-29","superieur",1,0,0
2092,"f","+70","superieur",0,0,0
2095,"h","18-29","superieur",1,1,1
2098,"h","60-69","superieur",1,1,1
2100,"h","40-49","superieur",1,1,1
2101,"f","40-49","superieur",1,1,1
2102,"h","40-49","secondaire",0,0,0
2103,"h","30-39","",1,1,1
2104,"h","40-49","superieur",0,0,0
2107,"f","30-39","superieur",0,0,0
2108,"f","40-49","superieur",1,0,1
2110,"f","18-29","superieur",1,0,1
2113,"f","30-39","superieur",1,1,1
2114,"h","40-49","secondaire",0,0,0
2115,"h","60-69","superieur",1,1,1
2120,"f","18-29","superieur",0,0,0
2123,"h","18-29","superieur",1,1,1
2124,"f","18-29","superieur",1,0,1
2125,"f","18-29","superieur",0,0,0
2127,"h","18-29","",1,1,1
2129,"h","40-49","superieur",1,1,1
2130,"f","40-49","superieur",0,0,0
2135,"h","40-49","superieur",1,1,1
2136,"h","30-39","superieur",0,0,0
2137,"h","30-39","superieur",1,1,1
2141,"f","18-29","superieur",0,0,0
2143,"h","30-39","superieur",0,0,0
2144,"f","30-39","superieur",1,0,0
2145,"h","18-29","superieur",1,1,1
2146,"h","18-29","superieur",1,1,1
2148,"h","0-18","secondaire",0,0,0
2149,"f","18-29","superieur",1,1,1
2152,"h","18-29","superieur",1,1,1
2153,"f","18-29","superieur",1,0,1
2154,"h","18-29","superieur",0,0,0
2155,"f","18-29","superieur",0,NA,0
2159,"f","18-29","superieur",1,0,0
2160,"h","40-49","superieur",0,0,0
2162,"h","0-18","primaire",0,0,0
2167,"nspp","nspp","nspp",0,NA,0
2171,"h","50-59","superieur",1,1,1
2174,"f","0-18","secondaire",0,0,0
2179,"h","40-49","superieur",1,1,1
2180,"h","18-29","superieur",0,0,0
2181,"f","40-49","secondaire",0,0,0
2182,"h","40-49","superieur",1,1,1
2183,"h","18-29","superieur",1,1,1
2187,"h","40-49","superieur",1,1,1
2191,"h","30-39","superieur",0,0,0
2193,"f","50-59","superieur",0,0,0
2194,"h","30-39","superieur",1,0,1
2195,"h","30-39","superieur",1,0,1
2196,"h","18-29","superieur",1,1,1
2197,"","","",0,0,0
2198,"h","30-39","superieur",1,1,1
2202,"f","18-29","superieur",0,0,0
2203,"h","+70","secondaire",1,1,1
2204,"h","+70","secondaire",1,0,1
2205,"h","60-69","superieur",0,0,0
2206,"f","40-49","superieur",0,0,0
2207,"h","50-59","superieur",0,0,0
2208,"h","50-59","superieur",1,1,1
2209,"f","18-29","superieur",1,1,1
2210,"f","30-39","superieur",0,0,0
2211,"h","30-39","superieur",1,1,1
2215,"h","0-18","secondaire",1,1,1
2216,"f","60-69","superieur",1,1,1
2218,"h","40-49","superieur",0,0,0
2219,"f","18-29","superieur",1,1,1
2223,"f","50-59","superieur",1,0,1
2226,"h","18-29","superieur",1,0,1
2227,"h","18-29","superieur",1,1,1
2228,"f","18-29","superieur",1,1,1
2229,"f","0-18","secondaire",1,1,1
2231,"f","40-49","superieur",1,1,1
2233,"h","18-29","superieur",1,1,1
2234,"h","18-29","superieur",1,1,1
2238,"h","30-39","superieur",1,1,1
2240,"nspp","30-39","superieur",1,1,1
2242,"f","18-29","superieur",1,1,1
2243,"h","18-29","superieur",1,0,1
2245,"h","30-39","superieur",1,1,1
2246,"h","50-59","superieur",1,1,1
2249,"h","30-39","superieur",0,0,0
2250,"h","60-69","superieur",0,0,0
2251,"h","18-29","superieur",1,1,1
2253,"h","40-49","superieur",1,1,1
2254,"h","40-49","superieur",1,1,1
2255,"h","30-39","superieur",1,1,1
2257,"h","18-29","superieur",1,1,1
2258,"h","40-49","superieur",1,1,1
2260,"h","50-59","superieur",1,1,1
2261,"f","40-49","superieur",0,0,0
2262,"h","50-59","superieur",1,1,1
2263,"h","40-49","superieur",1,0,1
2265,"f","40-49","superieur",1,1,1
2267,"h","40-49","superieur",1,0,1
2268,"h","18-29","superieur",1,1,1
2269,"f","+70","superieur",0,0,0
2270,"h","18-29","superieur",1,1,1
2271,"h","18-29","superieur",1,1,1
2272,"h","18-29","superieur",1,1,1
2273,"h","18-29","superieur",0,NA,0
2276,"h","18-29","superieur",0,0,0
2278,"h","18-29","superieur",1,1,1
2279,"h","40-49","superieur",1,1,1
2280,"h","50-59","superieur",0,0,0
2281,"h","18-29","superieur",1,1,1
2282,"f","40-49","superieur",1,1,1
2283,"f","50-59","superieur",1,0,1
2284,"f","18-29","superieur",1,1,1
2285,"f","50-59","superieur",1,1,1
2288,"h","40-49","superieur",0,0,0
2289,"h","30-39","superieur",1,1,1
2291,"f","18-29","superieur",1,1,1
2293,"h","30-39","superieur",1,1,1
2294,"f","18-29","superieur",1,1,1
2295,"h","30-39","superieur",1,1,1
2296,"h","18-29","superieur",1,0,1
2298,"h","18-29","superieur",1,1,1
2299,"h","30-39","superieur",0,0,0
2300,"h","18-29","superieur",0,0,0
2302,"h","30-39","superieur",0,0,0
2303,"h","50-59","superieur",0,0,0
2306,"h","0-18","secondaire",0,0,0
2307,"h","18-29","superieur",0,0,0
